finding_url,repository,repository_url,title,description,severity,status,detected_at,committed_at,author_email,assignee_name,assignee_email,has_patch,configured_scan_id,commit_hash,relevant_paths,resolution_reason
https://chatgpt.com/codex/cloud/security/findings/eb928e2f6e8c8191ae02ffe1d554371b,wenakita/4626,https://github.com/wenakita/4626,Public adminModuleCall exposes jackpot payout delegatecall,"The commit adds LotteryManager4626.adminModuleCall(bytes) as an unrestricted external wrapper around _adminModule.delegatecall(data). The admin module contains payoutLocalJackpot(address,address,uint16), which is intentionally external and onlyDelegateCall because it was previously reachable only from the manager's internal _payoutLocalJackpot path. It does not have onlyOwner or any validation that a real lottery win occurred. Because adminModuleCall performs the delegatecall from the LotteryManager address, onlyDelegateCall passes, and subsequent gaugeController.payJackpot calls see msg.sender as the legitimate LotteryManager. Any unauthenticated caller can therefore call adminModuleCall(abi.encodeWithSelector(LotteryManager4626AdminModule.payoutLocalJackpot.selector, token, attacker, 10000)) to pay 100% of an active token's jackpot reserve to an arbitrary winner address. With singleVaultJackpotOnly enabled this drains the specified triggering coin's reserve; if multi-vault mode is enabled it can drain reserves across the scan window.",critical,new,2026-07-19T21:45:55.546977Z,2026-07-19 13:58:13 -0700,84614986+wenakita@users.noreply.github.com,,,false,330f83e2-7670-4839-a8d6-3053b5376cd3:github-1144833463,9b548be4691cdaccb06598d85283939944344eb6,contracts/shared/lottery/manager/LotteryManager4626.sol | contracts/creator/revenue/CreatorGaugeController.sol,
https://chatgpt.com/codex/cloud/security/findings/dd60f75aee788191af7cc8575cbf2091,wenakita/4626,https://github.com/wenakita/4626,Default auto-keep can SSRF and pin internal responses,"New Hermit auto-keep processing is enabled by default and is scheduled for every newly ingested live or history message in Hermit command rooms. If a message has a keepable attachment from a hex sender, the new code passes the attachment URL to keepHermitMemeFromMedia, which ultimately calls pinRemoteMediaToPinata. That fetcher only requires the original URL to start with https:// and uses redirect: 'follow' without DNS/IP/private-range validation or a final-URL scheme/host check. It also accepts media based on the original filename/extension even if the fetched response content type is not an image. As a result, a room participant can post an attachment such as an attacker-controlled https:// URL with a .gif path that redirects to an internal HTTP/HTTPS endpoint; if the response is under 12 MB, the backend will upload the bytes to Pinata and store a public 4626.fun/ipfs URL. This can turn the server into an SSRF oracle with potential exfiltration of internal services or metadata endpoints. The low-level fetcher behavior existed before for manual /keep, but this commit introduces a default-on unattended trigger for ordinary media drops.",high,new,2026-07-19T13:57:44.896391Z,2026-07-19 06:35:37 -0700,84614986+wenakita@users.noreply.github.com,,,false,330f83e2-7670-4839-a8d6-3053b5376cd3:github-1144833463,e06130271853f70c626477b83de440ba6a58b076,frontend/server/_lib/hermit/autoKeepMedia.ts | frontend/server/_lib/alfaclub/chatBridge.ts | frontend/server/_lib/hermit/pinataPin.ts,
https://chatgpt.com/codex/cloud/security/findings/ab975712c6c881918c278cff37643e71,wenakita/4626,https://github.com/wenakita/4626,SSRF in Hermit /keep media pinning,"The commit introduces a new `/keep` command that is open to AlfaClub room users and passes reply attachment URLs into `keepHermitMemeFromMedia()`. `isKeepableMediaAttachment()` accepts any HTTPS URL when the attachment claims an image type/mime or has an image-looking filename. `pinRemoteMediaToPinata()` then fetches that URL with `redirect: 'follow'`, performs no hostname allowlist, private IP/DNS checks, or per-redirect validation, and accepts arbitrary response bytes if the original URL or supplied filename looks like an image. The fetched bytes are uploaded to Pinata and the resulting public IPFS URL is returned to the chat. An attacker who can cause a replied attachment to reference `https://attacker.example/x.gif` redirecting to an internal HTTP/HTTPS service, or directly reference an internal HTTPS endpoint with `filename=secret.gif`, can make the backend fetch internal resources and publish the response bytes to IPFS. This bypasses the repository's existing SSRF patterns used by the external image proxy, which manually validates DNS/IPs and redirects before fetching.",high,new,2026-07-18T12:48:57.510466Z,2026-07-18 05:30:39 -0700,84614986+wenakita@users.noreply.github.com,,,false,330f83e2-7670-4839-a8d6-3053b5376cd3:github-1144833463,d2b2e86a5f2dd5bbe56dc692d1d226421018dd65,frontend/server/commands/execute.ts | frontend/server/_lib/alfaclub/chatBridge.ts | frontend/server/_lib/hermit/skillRouter.ts | frontend/server/_lib/hermit/keepMeme.ts | frontend/server/_lib/hermit/pinataPin.ts,
https://chatgpt.com/codex/cloud/security/findings/2aade71d80108191ae327d12c183c73d,wenakita/4626,https://github.com/wenakita/4626,Chip username spoof bypasses staker trade gate,"The new Chip handling treats `message.username` equal to `chip` or `chipbot` as sufficient to parse a structured trade card, even when the actual `sender` is a normal user wallet. Once parsed, `resolveInverseAkitaTradeEventAuthor` prefers `payloadAddress` without verifying that the message came from the real `trade-completed` system sender or that the payload address belongs to the chat sender. The resulting attributed wallet is then passed to `resolveInverseAkitaChatAuthorAccess`, which performs the staker eligibility check, and if eligible the code submits a real Arena/Hyperliquid trade. Therefore an attacker who can post to the room can set their display username to `Chip`/`chipbot` and send JSON such as `{""coin"":""BTC"",""dir"":""Open Long"",""userAddress"":""0x<eligible-staker>""}`. The bot will attribute the intent to the victim staker and execute the inverse trade from the shared executor wallet. This is an authorization bypass of the staker gate and can cause unauthorized trading/losses, bounded by configured trade size/cooldowns but repeatable across eligible addresses.",high,new,2026-07-17T06:24:33.594085Z,2026-07-16 23:12:22 -0700,akitav2@proton.me,,,false,330f83e2-7670-4839-a8d6-3053b5376cd3:github-1144833463,a27f67ac52f31645ade221e7c2a947f4305a67be,frontend/server/_lib/alfaclub/inverseAkitaChatTradeEvent.ts | frontend/server/_lib/alfaclub/inverseAkitaChatReaction.ts,
https://chatgpt.com/codex/cloud/security/findings/c0ac65d22b3881918855a72b681f77b4,wenakita/4626,https://github.com/wenakita/4626,trade-completed payload can spoof chat reaction author,"Before this change, inverse chat reactions only accepted messages whose sender was a valid wallet address. The new path explicitly exempts `sender=trade-completed` from that sender validation, parses the chat text as JSON, and assigns `sender` from `tradeEvent.userAddress` or from `readRoomLabelStatus()`'s room creator fallback. `executeInverseAkitaChatReaction()` then uses that attributed sender for `resolveInverseAkitaChatAuthorAccess()`, which is the stake gate before executing Arena trades. The code does not cryptographically or structurally verify that the payload `userAddress` is the actual trade author, that the system post is authentic, or that a no-wallet payload should be authorized as the room creator. It also skips self-sender filtering for the post-attribution wallet. If an attacker can inject/poison a room history or websocket message with `sender: ""trade-completed""` and a market-open JSON payload, they can spoof an eligible staker or room creator and trigger the bot's trading wallet to open/trim/add positions.",high,new,2026-07-17T06:06:40.934741Z,2026-07-16 22:56:21 -0700,akitav2@proton.me,,,false,330f83e2-7670-4839-a8d6-3053b5376cd3:github-1144833463,4900fcb7304ea6601b0e51abd3e36afc25eb7a90,frontend/server/_lib/alfaclub/inverseAkitaChatReaction.ts | frontend/server/_lib/alfaclub/inverseAkitaChatTradeEvent.ts,
https://chatgpt.com/codex/cloud/security/findings/3968f49db6fc8191962a4e93c6759b60,wenakita/4626,https://github.com/wenakita/4626,Auto-discovered rooms can trigger strategy trades,"The new dynamic room discovery path reads wallets from env/JWT, queries their AlfaClub FriendKey holdings, maps every held tokenId directly to a reaction room id, and installs those rooms into the runtime reaction-room set. The bridge then polls all reaction rooms and processes inverse chat intents from them. Since author access only requires the sender to have stake in a configured reaction room, an attacker-controlled room that becomes auto-discovered can satisfy the room check and lead to `runArenaTrade` using the strategy execution config. AlfaClub keys are transferable ERC-1155-style holdings, so relying on wallet holdings alone is not an authorization boundary: unsolicited or attacker-provided keys can expand the bot's trusted execution surface. The removed fixed-room allowlist also means there is no safety net limiting execution to known rooms.",high,new,2026-07-16T05:40:57.450430Z,2026-07-15 22:15:22 -0700,84614986+wenakita@users.noreply.github.com,,,false,330f83e2-7670-4839-a8d6-3053b5376cd3:github-1144833463,d0155c176c991dc60f00791f8b6f5c5739be8f8d,frontend/server/_lib/alfaclub/inverseAkitaChatReactionPolicy.ts | frontend/server/_lib/alfaclub/chatBridge.ts | frontend/server/_lib/alfaclub/inverseAkitaChatReaction.ts | frontend/api/_handlers/v1/alfaclub/_hermit-runtime.ts,
https://chatgpt.com/codex/cloud/security/findings/654a743abdf88191b810b65a570fa47d,wenakita/4626,https://github.com/wenakita/4626,Self-bundled deploys overfund user-withdrawable deposits,"The new self-bundling path calculates a required prefund from the forced high gas limits, adds a 10% buffer, and sends the shortfall to EntryPoint.depositTo(sender). EntryPoint deposits belong to the sender account, not to the funder or to a specific UserOp. Any gas not actually consumed, the explicit 10% buffer, and in some failure cases the entire prefund remain credited to the user's Coinbase Smart Wallet. Since the user controls that smart wallet, they can later execute EntryPoint.withdrawTo and extract the leftover ETH. This is made worse because withDeploySessionUserOpGas forces all deploy-session operations above the self-bundle threshold, while the changed call sites omit CDP paymaster sponsorship for those operations. The service therefore uses DEPLOY_SESSION_SELF_BUNDLE_PRIVATE_KEY, or even fallback operational keys PRIVATE_KEY/KPR_PRIVATE_KEY, as an open top-up source for user-controlled EntryPoint balances.",high,new,2026-07-15T20:49:16.123135Z,2026-07-15 13:26:53 -0700,akitav2@proton.me,,,false,330f83e2-7670-4839-a8d6-3053b5376cd3:github-1144833463,4758b6f9fde482202c45526dbda9d3e27b6b9ff6,frontend/api/_handlers/deploy/v2/session/deployUserOpGas.ts | frontend/api/_handlers/deploy/v2/session/_continueCore.ts | frontend/api/_handlers/deploy/v2/session/_advanceCore.ts,
https://chatgpt.com/codex/cloud/security/findings/3423c12ef4688191a79d9ebeeee11564,wenakita/4626,https://github.com/wenakita/4626,Cross-room stake grants shared executor trade authority,"The new policy no longer requires the author to be the on-chain room owner for extra reaction rooms or to have stake in the room where the message was posted. Instead, resolveInverseAkitaChatAuthorAccess builds a list containing the message room plus all configured reaction rooms, and returns eligible as soon as readUserStakedKeys reports at least one key in any candidate room. Because executeInverseAkitaChatReaction then uses that eligibility to route the resulting order through the shared room-1659 executor identity, an attacker who can acquire or temporarily stake one FriendKey in any watched room can post market-opinion text in any watched reaction room and cause the shared bot wallet to submit leveraged trades. The authorization is therefore cross-room and not scoped to the room that produced the trigger. This is an access-control regression relative to the previous owner-only gating for rooms 1484/1660/2/1043 and room-1659-only stake gate.",high,new,2026-07-15T11:28:19.060014Z,2026-07-15 04:15:58 -0700,akitav2@proton.me,,,false,330f83e2-7670-4839-a8d6-3053b5376cd3:github-1144833463,ec341fdd08a3a2593c959e91b5a2f2a777fbeb89,frontend/server/_lib/alfaclub/inverseAkitaChatReactionPolicy.ts | frontend/server/_lib/alfaclub/inverseAkitaChatReaction.ts,
https://chatgpt.com/codex/cloud/security/findings/0363651c30d8819180f6c41c7367af9a,wenakita/4626,https://github.com/wenakita/4626,Paymaster accepts phase-2 code IDs for wrong vault lane,"The commit changes phase-2 paymaster validation to accept either the Creator or Agent code-id tuple. However, the validator does not prove that the tuple matches the lane of the existing phase-1 deployment. It derives a lane from the submitted vault codeId for CREATE2 validation, but if that check fails it falls back to matching a Phase1Deployed event only by token/owner/vault/wrapper/shareOFT, not by vaultKind or codeIds. As a result, a Creator phase-1 vault can be submitted with Agent phase-2 codeIds, or vice versa, and still pass the proxy's sponsorship filter. The on-chain batcher then deploys the submitted gauge bytecode but wires it using the persisted phase-1 vaultKind; a cross-lane tuple will revert when the batcher calls the wrong lane-specific setter. This creates a paymaster policy bypass and sponsorship-drain vector: authenticated attackers can craft UserOps that pass offchain validation but consume sponsored gas during reverted phase-2 execution.",high,new,2026-07-15T05:37:35.560147Z,2026-07-14 12:00:33 -0700,akitav2@proton.me,,,false,330f83e2-7670-4839-a8d6-3053b5376cd3:github-1144833463,0527ee7219867b892672e1e210dcf9a90b964499,frontend/api/_handlers/paymaster/_paymaster.ts | contracts/shared/deploy/batchers/DeploymentBatcher.sol,
https://chatgpt.com/codex/cloud/security/findings/640be90617e081918e0e7f0c8fa85518,wenakita/4626,https://github.com/wenakita/4626,Bootstrap helper can overwrite Solana peer bindings,"RegistryBootstrap4626 is intended to be deployed as an authorized Registry4626 factory whose owner can only perform first-time token wiring. That first-set-only invariant is true for vault/wrapper/shareOFT/oracle/gauge fields because Registry4626 routes them through _requireBindingWritable. However, the new helper also exposes setOmnichainMesh and setSolanaShareOFTPeer paths, and its reconcile functions call Registry4626.setOmnichainVaultMesh and setRemoteOFTPeerBytes32 whenever the current value differs. Those registry setters are only gated by onlyAuthorizedOrOwner and do not enforce the live-rebind/owner-only protection. As a result, once this helper is authorized, the helper owner can overwrite an already configured Solana asset/share mesh or Solana ShareOFT peer for any registered token. DeploymentBatcher later trusts the registry peer and can propagate it into the actual ShareOFT LayerZero peer, so a compromised or lower-trust bootstrap-owner key can redirect cross-chain share routing/configuration without registry-owner live rebind.",high,new,2026-07-12T05:37:30.167949Z,2026-07-11 22:26:33 -0700,akitav2@proton.me,,,false,330f83e2-7670-4839-a8d6-3053b5376cd3:github-1144833463,181adecf4d662fa40fa27cdd1925eacd5ea6b3cc,contracts/shared/deploy/factories/RegistryBootstrap4626.sol | contracts/shared/core/Registry4626.sol | contracts/shared/deploy/batchers/DeploymentBatcher.sol,
